"file","n","mean_sec","median_sec","sd_sec","q05_sec","q25_sec","q75_sec","q95_sec","parent_dir","model","POP","R0","NetworkDir","NetworkSize","NetworkLabel"
"../R0_sensitivity_analysis/Network_100_Node/seirs-deterministic_POP-1M_R0-1.1/simulation_times.csv",73,1175.50082702121,1163.48459743522,31.0765261144961,1148.57593866661,1156.04556858353,1185.2815046683,1235.14705921933,"seirs-deterministic_POP-1M_R0-1.1","seirs-deterministic","1M",1.1,"Network_100_Node",100,"Nodes: 100"
"../R0_sensitivity_analysis/Network_100_Node/seirs-deterministic_POP-1M_R0-1.3/simulation_times.csv",74,1158.04988824126,1149.57239945326,28.8614344334967,1127.86771684922,1135.64968647435,1171.10166022414,1218.81291746804,"seirs-deterministic_POP-1M_R0-1.3","seirs-deterministic","1M",1.3,"Network_100_Node",100,"Nodes: 100"
"../R0_sensitivity_analysis/Network_100_Node/seirs-deterministic_POP-1M_R0-1.5/simulation_times.csv",74,1165.75242144891,1156.46553572733,30.2399417344885,1134.6001204621,1144.00634098705,1182.63972688979,1229.04280538345,"seirs-deterministic_POP-1M_R0-1.5","seirs-deterministic","1M",1.5,"Network_100_Node",100,"Nodes: 100"
"../R0_sensitivity_analysis/Network_100_Node/seirs-deterministic_POP-1M_R0-1.7/simulation_times.csv",73,1182.40934174646,1172.01084408537,30.4421692024416,1150.58976426944,1160.5716054868,1194.11538900435,1236.05032039583,"seirs-deterministic_POP-1M_R0-1.7","seirs-deterministic","1M",1.7,"Network_100_Node",100,"Nodes: 100"
"../R0_sensitivity_analysis/Network_100_Node/seirs-deterministic_POP-1M_R0-1.9/simulation_times.csv",75,1150.2829722481,1141.68635582179,30.058842234211,1120.69491249453,1127.88726977538,1162.03724877443,1209.1416706007,"seirs-deterministic_POP-1M_R0-1.9","seirs-deterministic","1M",1.9,"Network_100_Node",100,"Nodes: 100"
"../R0_sensitivity_analysis/Network_100_Node/seirs-deterministic_POP-1M_R0-2.1/simulation_times.csv",73,1175.62385280463,1168.54616161995,29.2463398172745,1144.49218557701,1152.30376853235,1193.69958358072,1234.41766596325,"seirs-deterministic_POP-1M_R0-2.1","seirs-deterministic","1M",2.1,"Network_100_Node",100,"Nodes: 100"
"../R0_sensitivity_analysis/Network_100_Node/seirs-deterministic_POP-1M_R0-2.3/simulation_times.csv",72,1190.00023910716,1178.80656087119,31.2128005836619,1157.71368630445,1167.33340996969,1201.84166543558,1256.44115745174,"seirs-deterministic_POP-1M_R0-2.3","seirs-deterministic","1M",2.3,"Network_100_Node",100,"Nodes: 100"
"../R0_sensitivity_analysis/Network_100_Node/seirs-deterministic_POP-1M_R0-2.5/simulation_times.csv",73,1182.93385006199,1173.55802438222,30.9953600929168,1152.13058000095,1159.30892167985,1195.35681978613,1244.32874825411,"seirs-deterministic_POP-1M_R0-2.5","seirs-deterministic","1M",2.5,"Network_100_Node",100,"Nodes: 100"
"../R0_sensitivity_analysis/Network_100_Node/seirs-deterministic_POP-1M_R0-2.7/simulation_times.csv",73,1176.94287267713,1165.8007914573,30.8055794632326,1148.65614952445,1152.44190497324,1188.59956831299,1236.79988246858,"seirs-deterministic_POP-1M_R0-2.7","seirs-deterministic","1M",2.7,"Network_100_Node",100,"Nodes: 100"
"../R0_sensitivity_analysis/Network_100_Node/seirs-deterministic_POP-1M_R0-2.9/simulation_times.csv",72,1194.19994513403,1185.17456675973,31.7233830548128,1161.63341546366,1172.09929647204,1205.63556737779,1258.14559240416,"seirs-deterministic_POP-1M_R0-2.9","seirs-deterministic","1M",2.9,"Network_100_Node",100,"Nodes: 100"
"../R0_sensitivity_analysis/Network_100_Node/seirs-deterministic_POP-1M_R0-3.1/simulation_times.csv",73,1170.75155583539,1158.96798621863,31.7353551058442,1139.51515507735,1146.40619924851,1182.03674543463,1237.59526803568,"seirs-deterministic_POP-1M_R0-3.1","seirs-deterministic","1M",3.1,"Network_100_Node",100,"Nodes: 100"
"../R0_sensitivity_analysis/Network_100_Node/seirs-deterministic_POP-1M_R0-3.3/simulation_times.csv",72,1196.93594964785,1187.03900939226,28.3507518252401,1167.18870122181,1176.65967620024,1207.16183446255,1256.48050965108,"seirs-deterministic_POP-1M_R0-3.3","seirs-deterministic","1M",3.3,"Network_100_Node",100,"Nodes: 100"
"../R0_sensitivity_analysis/Network_100_Node/seirs-deterministic_POP-1M_R0-3.5/simulation_times.csv",74,1160.09070889644,1147.67913826182,31.3624264759192,1131.16569040483,1136.76727074012,1169.42900786642,1232.32411768772,"seirs-deterministic_POP-1M_R0-3.5","seirs-deterministic","1M",3.5,"Network_100_Node",100,"Nodes: 100"
"../R0_sensitivity_analysis/Network_100_Node/seirs-deterministic_POP-1M_R0-3.7/simulation_times.csv",75,1149.65134462858,1139.96878588386,32.0938733499214,1118.35298362225,1127.906745716,1158.28544502705,1220.34466626924,"seirs-deterministic_POP-1M_R0-3.7","seirs-deterministic","1M",3.7,"Network_100_Node",100,"Nodes: 100"
"../R0_sensitivity_analysis/Network_100_Node/seirs-deterministic_POP-1M_R0-3.9/simulation_times.csv",73,1168.8585336288,1158.43285610713,31.2461812391931,1139.85984138027,1144.69241020456,1183.06722739898,1235.22824236676,"seirs-deterministic_POP-1M_R0-3.9","seirs-deterministic","1M",3.9,"Network_100_Node",100,"Nodes: 100"
"../R0_sensitivity_analysis/Network_100_Node/seirs-deterministic_POP-1M_R0-4.1/simulation_times.csv",73,1182.59964741598,1171.61000189558,32.1633602343462,1153.04779597186,1161.5222611241,1193.53729026951,1248.02552717254,"seirs-deterministic_POP-1M_R0-4.1","seirs-deterministic","1M",4.1,"Network_100_Node",100,"Nodes: 100"
"../R0_sensitivity_analysis/Network_10_Node/seatird-deterministic_POP-1M_R0-0.5/simulation_times.csv",1000,30.6033889094833,27.7248951988295,9.43289361045731,22.9498694731854,24.9312809933908,31.5566280782223,54.1993808434345,"seatird-deterministic_POP-1M_R0-0.5","seatird-deterministic","1M",0.5,"Network_10_Node",10,"Nodes: 10"
"../R0_sensitivity_analysis/Network_10_Node/seatird-deterministic_POP-1M_R0-0.7/simulation_times.csv",1000,30.1701833279803,27.6622703243047,8.56018937874841,23.0293882845901,25.1456298255362,31.3223653151654,49.6398230512626,"seatird-deterministic_POP-1M_R0-0.7","seatird-deterministic","1M",0.7,"Network_10_Node",10,"Nodes: 10"
"../R0_sensitivity_analysis/Network_10_Node/seatird-deterministic_POP-1M_R0-0.9/simulation_times.csv",1000,30.7417010072805,27.749040145427,9.1411891359062,23.2840174898505,25.1656783851795,32.0947942626663,53.6488115685992,"seatird-deterministic_POP-1M_R0-0.9","seatird-deterministic","1M",0.9,"Network_10_Node",10,"Nodes: 10"
"../R0_sensitivity_analysis/Network_10_Node/seatird-deterministic_POP-1M_R0-1.1/simulation_times.csv",1000,30.5618774268646,27.4867791645229,9.55791820032239,23.0647458027117,24.9613889553584,31.679346261546,53.1435297312215,"seatird-deterministic_POP-1M_R0-1.1","seatird-deterministic","1M",1.1,"Network_10_Node",10,"Nodes: 10"
"../R0_sensitivity_analysis/Network_10_Node/seatird-deterministic_POP-1M_R0-1.3/simulation_times.csv",1000,27.5435152630396,24.5571940839291,8.92474615885819,20.4325156881474,22.1672878027894,28.5021442379802,50.0852174930274,"seatird-deterministic_POP-1M_R0-1.3","seatird-deterministic","1M",1.3,"Network_10_Node",10,"Nodes: 10"
