0.43,0,0.01,0.02,0,0,0.01,0.01,0
0.01,0.23,0,0.03,0,0,0.04,0,0.13
0.12,0.01,0.28,0.02,0,0,0.07,0.03,0
0.07,0.04,0.01,0.24,0,0.01,0.08,0,0.04
0.05,0,0,0,0.26,0,0,0.1,0
0.11,0,0,0.06,0,0.27,0.01,0,0.03
0.03,0.03,0.02,0.04,0,0,0.36,0,0.02
0.04,0,0.02,0,0.01,0,0.01,0.4,0
0,0.03,0,0.01,0,0,0.01,0,0.35
