State,VaxCov,WeekEnd,AgeGroup,VE_Inpatient,total_pop,TotalVax,TotalFullProtect,WeeklyNewFullProtect
Alabama,0.024,2024-08-24,Adult,0.36,3926252,94230.048,33923,33923
Alabama,0.036,2024-08-31,Adult,0.36,3926252,141345.072,50884,16961
Alabama,0.047,2024-09-07,Adult,0.36,3926252,184533.844,66432,15548
Alabama,0.069,2024-09-14,Adult,0.36,3926252,270911.388,97528,31096
Alabama,0.085,2024-09-21,Adult,0.36,3926252,333731.42,120143,22615
Alabama,0.114,2024-09-28,Adult,0.36,3926252,447592.728,161133,40990
Alabama,0.151,2024-10-05,Adult,0.36,3926252,592864.052,213431,52298
Alabama,0.181,2024-10-12,Adult,0.36,3926252,710651.612,255835,42404
Alabama,0.203,2024-10-19,Adult,0.36,3926252,797029.156,286930,31095
Alabama,0.21,2024-10-26,Adult,0.36,3926252,824512.92,296825,9895
Alabama,0.267,2024-11-02,Adult,0.36,3926252,1048309.284,377391,80566
Alabama,0.288,2024-11-09,Adult,0.36,3926252,1130760.576,407074,29683
Alabama,0.288,2024-11-16,Adult,0.36,3926252,1130760.576,407074,0
Alabama,0.293,2024-11-23,Adult,0.36,3926252,1150391.836,414141,7067
Alabama,0.3,2024-11-30,Adult,0.36,3926252,1177875.6,424035,9894
Alabama,0.338,2024-12-07,Adult,0.36,3926252,1327073.176,477746,53711
Alabama,0.343,2024-12-14,Adult,0.36,3926252,1346704.436,484814,7068
Alabama,0.343,2024-12-21,Adult,0.36,3926252,1346704.436,484814,0
Alabama,0.357,2024-12-28,Adult,0.36,3926252,1401671.964,504602,19788
Alabama,0.357,2025-01-04,Adult,0.36,3926252,1401671.964,504602,0
Alabama,0.357,2025-01-11,Adult,0.36,3926252,1401671.964,504602,0
Alabama,0.357,2025-01-18,Adult,0.36,3926252,1401671.964,504602,0
Alabama,0.357,2025-01-25,Adult,0.36,3926252,1401671.964,504602,0
Alabama,0.374,2025-02-01,Adult,0.36,3926252,1468418.248,528631,24029
Alabama,0.374,2025-02-08,Adult,0.36,3926252,1468418.248,528631,0
Alabama,0.374,2025-02-15,Adult,0.36,3926252,1468418.248,528631,0
Alabama,0.374,2025-02-22,Adult,0.36,3926252,1468418.248,528631,0
Alabama,0.385,2025-03-01,Adult,0.36,3926252,1511607.02,544179,15548
Alabama,0.385,2025-03-08,Adult,0.36,3926252,1511607.02,544179,0
Alabama,0.385,2025-03-15,Adult,0.36,3926252,1511607.02,544179,0
Alabama,0.385,2025-03-22,Adult,0.36,3926252,1511607.02,544179,0
Alabama,0.385,2025-03-29,Adult,0.36,3926252,1511607.02,544179,0
Alabama,0.391,2025-04-05,Adult,0.36,3926252,1535164.532,552659,8480
Alabama,0.391,2025-04-12,Adult,0.36,3926252,1535164.532,552659,0
Alabama,0.391,2025-04-19,Adult,0.36,3926252,1535164.532,552659,0
Alabama,0.391,2025-04-26,Adult,0.36,3926252,1535164.532,552659,0
Alabama,0.150767,2024-10-05,Pediatric,0.51,1128001,170065.326767,86733,86733
Alabama,0.166051,2024-10-12,Pediatric,0.51,1128001,187305.694051,95526,8793
Alabama,0.173487,2024-10-19,Pediatric,0.51,1128001,195693.509487,99804,4278
Alabama,0.195582,2024-10-26,Pediatric,0.51,1128001,220616.691582,112515,12711
Alabama,0.255783,2024-11-02,Pediatric,0.51,1128001,288523.479783,147147,34632
Alabama,0.255935,2024-11-09,Pediatric,0.51,1128001,288694.935935,147234,87
Alabama,0.256376,2024-11-16,Pediatric,0.51,1128001,289192.384376,147488,254
Alabama,0.256449,2024-11-23,Pediatric,0.51,1128001,289274.728449,147530,42
Alabama,0.256449,2024-11-30,Pediatric,0.51,1128001,289274.728449,147530,0
Alabama,0.310428,2024-12-07,Pediatric,0.51,1128001,350163.094428,178583,31053
Alabama,0.312638,2024-12-14,Pediatric,0.51,1128001,352655.976638,179855,1272
Alabama,0.317909,2024-12-21,Pediatric,0.51,1128001,358601.669909,182887,3032
Alabama,0.317909,2024-12-28,Pediatric,0.51,1128001,358601.669909,182887,0
Alabama,0.342046,2025-01-04,Pediatric,0.51,1128001,385828.230046,196772,13885
Alabama,0.345258,2025-01-11,Pediatric,0.51,1128001,389451.369258,198620,1848
Alabama,0.368848,2025-01-18,Pediatric,0.51,1128001,416060.912848,212191,13571
Alabama,0.368848,2025-01-25,Pediatric,0.51,1128001,416060.912848,212191,0
Alabama,0.379041,2025-02-01,Pediatric,0.51,1128001,427558.627041,218055,5864
Alabama,0.379041,2025-02-08,Pediatric,0.51,1128001,427558.627041,218055,0
Alabama,0.386329,2025-02-15,Pediatric,0.51,1128001,435779.498329,222248,4193
Alabama,0.386329,2025-02-22,Pediatric,0.51,1128001,435779.498329,222248,0
Alabama,0.390348,2025-03-01,Pediatric,0.51,1128001,440312.934348,224560,2312
Alabama,0.390348,2025-03-08,Pediatric,0.51,1128001,440312.934348,224560,0
Alabama,0.391067,2025-03-15,Pediatric,0.51,1128001,441123.967067,224973,413
Alabama,0.391148,2025-03-22,Pediatric,0.51,1128001,441215.335148,225020,47
Alabama,0.391148,2025-03-29,Pediatric,0.51,1128001,441215.335148,225020,0
Alabama,0.397018,2025-04-05,Pediatric,0.51,1128001,447836.701018,228397,3377
Alabama,0.397018,2025-04-12,Pediatric,0.51,1128001,447836.701018,228397,0
Alabama,0.397018,2025-04-19,Pediatric,0.51,1128001,447836.701018,228397,0
Alabama,0.397018,2025-04-26,Pediatric,0.51,1128001,447836.701018,228397,0
Alaska,0.028,2024-08-24,Adult,0.36,555513,15554.364,5600,5600
Alaska,0.028,2024-08-31,Adult,0.36,555513,15554.364,5600,0
Alaska,0.038,2024-09-07,Adult,0.36,555513,21109.494,7599,1999
Alaska,0.051,2024-09-14,Adult,0.36,555513,28331.163,10199,2600
Alaska,0.084,2024-09-21,Adult,0.36,555513,46663.092,16799,6600
Alaska,0.09,2024-09-28,Adult,0.36,555513,49996.17,17999,1200
Alaska,0.163,2024-10-05,Adult,0.36,555513,90548.619,32598,14599
Alaska,0.178,2024-10-12,Adult,0.36,555513,98881.314,35597,2999
Alaska,0.194,2024-10-19,Adult,0.36,555513,107769.522,38797,3200
Alaska,0.291,2024-10-26,Adult,0.36,555513,161654.283,58196,19399
Alaska,0.291,2024-11-02,Adult,0.36,555513,161654.283,58196,0
Alaska,0.313,2024-11-09,Adult,0.36,555513,173875.569,62595,4399
Alaska,0.313,2024-11-16,Adult,0.36,555513,173875.569,62595,0
Alaska,0.315,2024-11-23,Adult,0.36,555513,174986.595,62995,400
Alaska,0.315,2024-11-30,Adult,0.36,555513,174986.595,62995,0
Alaska,0.36,2024-12-07,Adult,0.36,555513,199984.68,71994,8999
Alaska,0.36,2024-12-14,Adult,0.36,555513,199984.68,71994,0
Alaska,0.36,2024-12-21,Adult,0.36,555513,199984.68,71994,0
Alaska,0.36,2024-12-28,Adult,0.36,555513,199984.68,71994,0
Alaska,0.38,2025-01-04,Adult,0.36,555513,211094.94,75994,4000
Alaska,0.383,2025-01-11,Adult,0.36,555513,212761.479,76594,600
Alaska,0.384,2025-01-18,Adult,0.36,555513,213316.992,76794,200
Alaska,0.384,2025-01-25,Adult,0.36,555513,213316.992,76794,0
Alaska,0.405,2025-02-01,Adult,0.36,555513,224982.765,80994,4200
Alaska,0.405,2025-02-08,Adult,0.36,555513,224982.765,80994,0
Alaska,0.408,2025-02-15,Adult,0.36,555513,226649.304,81594,600
Alaska,0.408,2025-02-22,Adult,0.36,555513,226649.304,81594,0
Alaska,0.421,2025-03-01,Adult,0.36,555513,233870.973,84194,2600
Alaska,0.426,2025-03-08,Adult,0.36,555513,236648.538,85193,999
Alaska,0.427,2025-03-15,Adult,0.36,555513,237204.051,85393,200
Alaska,0.427,2025-03-22,Adult,0.36,555513,237204.051,85393,0
Alaska,0.427,2025-03-29,Adult,0.36,555513,237204.051,85393,0
Alaska,0.44,2025-04-05,Adult,0.36,555513,244425.72,87993,2600
Alaska,0.44,2025-04-12,Adult,0.36,555513,244425.72,87993,0
Alaska,0.44,2025-04-19,Adult,0.36,555513,244425.72,87993,0
Alaska,0.44,2025-04-26,Adult,0.36,555513,244425.72,87993,0
Alaska,0.155538,2024-10-05,Pediatric,0.51,178458,27757.000404,14156,14156
Alaska,0.17827,2024-10-12,Pediatric,0.51,178458,31813.70766,16225,2069
Alaska,0.182122,2024-10-19,Pediatric,0.51,178458,32501.127876,16576,351
Alaska,0.182122,2024-10-26,Pediatric,0.51,178458,32501.127876,16576,0
Alaska,0.273153,2024-11-02,Pediatric,0.51,178458,48746.338074,24861,8285
Alaska,0.273945,2024-11-09,Pediatric,0.51,178458,48887.67681,24933,72
Alaska,0.273989,2024-11-16,Pediatric,0.51,178458,48895.528962,24937,4
Alaska,0.273998,2024-11-23,Pediatric,0.51,178458,48897.135084,24938,1
Alaska,0.273998,2024-11-30,Pediatric,0.51,178458,48897.135084,24938,0
Alaska,0.329311,2024-12-07,Pediatric,0.51,178458,58768.182438,29972,5034
Alaska,0.347552,2024-12-14,Pediatric,0.51,178458,62023.434816,31632,1660
Alaska,0.347552,2024-12-21,Pediatric,0.51,178458,62023.434816,31632,0
Alaska,0.356317,2024-12-28,Pediatric,0.51,178458,63587.619186,32430,798
Alaska,0.365081,2025-01-04,Pediatric,0.51,178458,65151.625098,33227,797
Alaska,0.365081,2025-01-11,Pediatric,0.51,178458,65151.625098,33227,0
Alaska,0.368489,2025-01-18,Pediatric,0.51,178458,65759.809962,33538,311
Alaska,0.368489,2025-01-25,Pediatric,0.51,178458,65759.809962,33538,0
Alaska,0.396673,2025-02-01,Pediatric,0.51,178458,70789.470234,36103,2565
Alaska,0.396673,2025-02-08,Pediatric,0.51,178458,70789.470234,36103,0
Alaska,0.407448,2025-02-15,Pediatric,0.51,178458,72712.355184,37083,980
Alaska,0.407448,2025-02-22,Pediatric,0.51,178458,72712.355184,37083,0
Alaska,0.407448,2025-03-01,Pediatric,0.51,178458,72712.355184,37083,0
Alaska,0.407448,2025-03-08,Pediatric,0.51,178458,72712.355184,37083,0
Alaska,0.407448,2025-03-15,Pediatric,0.51,178458,72712.355184,37083,0
Alaska,0.407448,2025-03-22,Pediatric,0.51,178458,72712.355184,37083,0
Alaska,0.407448,2025-03-29,Pediatric,0.51,178458,72712.355184,37083,0
Alaska,0.428292,2025-04-05,Pediatric,0.51,178458,76432.133736,38980,1897
Alaska,0.428292,2025-04-12,Pediatric,0.51,178458,76432.133736,38980,0
Alaska,0.428292,2025-04-19,Pediatric,0.51,178458,76432.133736,38980,0
Alaska,0.428292,2025-04-26,Pediatric,0.51,178458,76432.133736,38980,0
Arizona,0.018,2024-08-24,Adult,0.36,5673395,102121.11,36764,36764
Arizona,0.018,2024-08-31,Adult,0.36,5673395,102121.11,36764,0
Arizona,0.041,2024-09-07,Adult,0.36,5673395,232609.195,83739,46975
Arizona,0.054,2024-09-14,Adult,0.36,5673395,306363.33,110291,26552
Arizona,0.121,2024-09-21,Adult,0.36,5673395,686480.795,247133,136842
Arizona,0.141,2024-09-28,Adult,0.36,5673395,799948.695,287982,40849
Arizona,0.153,2024-10-05,Adult,0.36,5673395,868029.435,312491,24509
Arizona,0.162,2024-10-12,Adult,0.36,5673395,919089.99,330872,18381
Arizona,0.181,2024-10-19,Adult,0.36,5673395,1026884.495,369678,38806
Arizona,0.194,2024-10-26,Adult,0.36,5673395,1100638.63,396230,26552
Arizona,0.284,2024-11-02,Adult,0.36,5673395,1611244.18,580048,183818
Arizona,0.291,2024-11-09,Adult,0.36,5673395,1650957.945,594345,14297
Arizona,0.308,2024-11-16,Adult,0.36,5673395,1747405.66,629066,34721
Arizona,0.324,2024-11-23,Adult,0.36,5673395,1838179.98,661745,32679
Arizona,0.324,2024-11-30,Adult,0.36,5673395,1838179.98,661745,0
Arizona,0.344,2024-12-07,Adult,0.36,5673395,1951647.88,702593,40848
Arizona,0.344,2024-12-14,Adult,0.36,5673395,1951647.88,702593,0
Arizona,0.344,2024-12-21,Adult,0.36,5673395,1951647.88,702593,0
Arizona,0.344,2024-12-28,Adult,0.36,5673395,1951647.88,702593,0
Arizona,0.359,2025-01-04,Adult,0.36,5673395,2036748.805,733230,30637
Arizona,0.359,2025-01-11,Adult,0.36,5673395,2036748.805,733230,0
Arizona,0.36,2025-01-18,Adult,0.36,5673395,2042422.2,735272,2042
Arizona,0.36,2025-01-25,Adult,0.36,5673395,2042422.2,735272,0
Arizona,0.391,2025-02-01,Adult,0.36,5673395,2218297.445,798587,63315
Arizona,0.395,2025-02-08,Adult,0.36,5673395,2240991.025,806757,8170
Arizona,0.396,2025-02-15,Adult,0.36,5673395,2246664.42,808799,2042
Arizona,0.396,2025-02-22,Adult,0.36,5673395,2246664.42,808799,0
Arizona,0.403,2025-03-01,Adult,0.36,5673395,2286378.185,823096,14297
Arizona,0.403,2025-03-08,Adult,0.36,5673395,2286378.185,823096,0
Arizona,0.403,2025-03-15,Adult,0.36,5673395,2286378.185,823096,0
Arizona,0.403,2025-03-22,Adult,0.36,5673395,2286378.185,823096,0
Arizona,0.403,2025-03-29,Adult,0.36,5673395,2286378.185,823096,0
Arizona,0.412,2025-04-05,Adult,0.36,5673395,2337438.74,841478,18382
Arizona,0.412,2025-04-12,Adult,0.36,5673395,2337438.74,841478,0
Arizona,0.412,2025-04-19,Adult,0.36,5673395,2337438.74,841478,0
Arizona,0.412,2025-04-26,Adult,0.36,5673395,2337438.74,841478,0
Arizona,0.138488,2024-10-05,Pediatric,0.51,1594780,220857.89264,112638,112638
Arizona,0.147886,2024-10-12,Pediatric,0.51,1594780,235845.63508,120281,7643
Arizona,0.149326,2024-10-19,Pediatric,0.51,1594780,238142.11828,121452,1171
Arizona,0.149326,2024-10-26,Pediatric,0.51,1594780,238142.11828,121452,0
Arizona,0.275366,2024-11-02,Pediatric,0.51,1594780,439148.18948,223966,102514
Arizona,0.275366,2024-11-09,Pediatric,0.51,1594780,439148.18948,223966,0
Arizona,0.277131,2024-11-16,Pediatric,0.51,1594780,441962.97618,225401,1435
Arizona,0.277527,2024-11-23,Pediatric,0.51,1594780,442594.50906,225723,322
Arizona,0.317729,2024-11-30,Pediatric,0.51,1594780,506707.85462,258421,32698
Arizona,0.35793,2024-12-07,Pediatric,0.51,1594780,570819.6054,291118,32697
Arizona,0.363198,2024-12-14,Pediatric,0.51,1594780,579220.90644,295403,4285
Arizona,0.363198,2024-12-21,Pediatric,0.51,1594780,579220.90644,295403,0
Arizona,0.363198,2024-12-28,Pediatric,0.51,1594780,579220.90644,295403,0
Arizona,0.38716,2025-01-04,Pediatric,0.51,1594780,617435.0248,314892,19489
Arizona,0.38716,2025-01-11,Pediatric,0.51,1594780,617435.0248,314892,0
Arizona,0.394959,2025-01-18,Pediatric,0.51,1594780,629872.71402,321235,6343
Arizona,0.394959,2025-01-25,Pediatric,0.51,1594780,629872.71402,321235,0
Arizona,0.412805,2025-02-01,Pediatric,0.51,1594780,658333.1579,335750,14515
Arizona,0.412805,2025-02-08,Pediatric,0.51,1594780,658333.1579,335750,0
Arizona,0.415545,2025-02-15,Pediatric,0.51,1594780,662702.8551,337978,2228
Arizona,0.415545,2025-02-22,Pediatric,0.51,1594780,662702.8551,337978,0
Arizona,0.431635,2025-03-01,Pediatric,0.51,1594780,688362.8653,351065,13087
Arizona,0.431635,2025-03-08,Pediatric,0.51,1594780,688362.8653,351065,0
Arizona,0.431635,2025-03-15,Pediatric,0.51,1594780,688362.8653,351065,0
Arizona,0.431635,2025-03-22,Pediatric,0.51,1594780,688362.8653,351065,0
Arizona,0.431635,2025-03-29,Pediatric,0.51,1594780,688362.8653,351065,0
Arizona,0.445458,2025-04-05,Pediatric,0.51,1594780,710407.50924,362308,11243
Arizona,0.445458,2025-04-12,Pediatric,0.51,1594780,710407.50924,362308,0
Arizona,0.445458,2025-04-19,Pediatric,0.51,1594780,710407.50924,362308,0
Arizona,0.445458,2025-04-26,Pediatric,0.51,1594780,710407.50924,362308,0
Arkansas,0.012,2024-08-24,Adult,0.36,2326772,27921.264,10052,10052
Arkansas,0.012,2024-08-31,Adult,0.36,2326772,27921.264,10052,0
Arkansas,0.049,2024-09-07,Adult,0.36,2326772,114011.828,41044,30992
Arkansas,0.067,2024-09-14,Adult,0.36,2326772,155893.724,56122,15078
Arkansas,0.083,2024-09-21,Adult,0.36,2326772,193122.076,69524,13402
Arkansas,0.119,2024-09-28,Adult,0.36,2326772,276885.868,99679,30155
Arkansas,0.132,2024-10-05,Adult,0.36,2326772,307133.904,110568,10889
Arkansas,0.144,2024-10-12,Adult,0.36,2326772,335055.168,120620,10052
Arkansas,0.18,2024-10-19,Adult,0.36,2326772,418818.96,150775,30155
Arkansas,0.195,2024-10-26,Adult,0.36,2326772,453720.54,163339,12564
Arkansas,0.294,2024-11-02,Adult,0.36,2326772,684070.968,246266,82927
Arkansas,0.319,2024-11-09,Adult,0.36,2326772,742240.268,267206,20940
Arkansas,0.329,2024-11-16,Adult,0.36,2326772,765507.988,275583,8377
Arkansas,0.338,2024-11-23,Adult,0.36,2326772,786448.936,283122,7539
Arkansas,0.338,2024-11-30,Adult,0.36,2326772,786448.936,283122,0
Arkansas,0.374,2024-12-07,Adult,0.36,2326772,870212.728,313277,30155
Arkansas,0.374,2024-12-14,Adult,0.36,2326772,870212.728,313277,0
Arkansas,0.376,2024-12-21,Adult,0.36,2326772,874866.272,314952,1675
Arkansas,0.376,2024-12-28,Adult,0.36,2326772,874866.272,314952,0
Arkansas,0.394,2025-01-04,Adult,0.36,2326772,916748.168,330029,15077
Arkansas,0.395,2025-01-11,Adult,0.36,2326772,919074.94,330867,838
Arkansas,0.395,2025-01-18,Adult,0.36,2326772,919074.94,330867,0
Arkansas,0.398,2025-01-25,Adult,0.36,2326772,926055.256,333380,2513
Arkansas,0.409,2025-02-01,Adult,0.36,2326772,951649.748,342594,9214
Arkansas,0.409,2025-02-08,Adult,0.36,2326772,951649.748,342594,0
Arkansas,0.423,2025-02-15,Adult,0.36,2326772,984224.556,354321,11727
Arkansas,0.423,2025-02-22,Adult,0.36,2326772,984224.556,354321,0
Arkansas,0.423,2025-03-01,Adult,0.36,2326772,984224.556,354321,0
Arkansas,0.423,2025-03-08,Adult,0.36,2326772,984224.556,354321,0
Arkansas,0.423,2025-03-15,Adult,0.36,2326772,984224.556,354321,0
Arkansas,0.426,2025-03-22,Adult,0.36,2326772,991204.872,356834,2513
Arkansas,0.426,2025-03-29,Adult,0.36,2326772,991204.872,356834,0
Arkansas,0.44,2025-04-05,Adult,0.36,2326772,1023779.68,368561,11727
Arkansas,0.44,2025-04-12,Adult,0.36,2326772,1023779.68,368561,0
Arkansas,0.44,2025-04-19,Adult,0.36,2326772,1023779.68,368561,0
Arkansas,0.44,2025-04-26,Adult,0.36,2326772,1023779.68,368561,0
Arkansas,0.126375,2024-10-05,Pediatric,0.51,705879,89205.458625,45495,45495
Arkansas,0.15476,2024-10-12,Pediatric,0.51,705879,109241.83404,55713,10218
Arkansas,0.240389,2024-10-19,Pediatric,0.51,705879,169685.546931,86540,30827
Arkansas,0.286887,2024-10-26,Pediatric,0.51,705879,202507.508673,103279,16739
Arkansas,0.301281,2024-11-02,Pediatric,0.51,705879,212667.930999,108461,5182
Arkansas,0.304061,2024-11-09,Pediatric,0.51,705879,214630.274619,109461,1000
Arkansas,0.304488,2024-11-16,Pediatric,0.51,705879,214931.684952,109615,154
Arkansas,0.308088,2024-11-23,Pediatric,0.51,705879,217472.849352,110911,1296
Arkansas,0.308088,2024-11-30,Pediatric,0.51,705879,217472.849352,110911,0
Arkansas,0.404153,2024-12-07,Pediatric,0.51,705879,285283.115487,145494,34583
Arkansas,0.404153,2024-12-14,Pediatric,0.51,705879,285283.115487,145494,0
Arkansas,0.441554,2024-12-21,Pediatric,0.51,705879,311683.695966,158959,13465
Arkansas,0.441554,2024-12-28,Pediatric,0.51,705879,311683.695966,158959,0
Arkansas,0.441554,2025-01-04,Pediatric,0.51,705879,311683.695966,158959,0
Arkansas,0.441554,2025-01-11,Pediatric,0.51,705879,311683.695966,158959,0
Arkansas,0.445006,2025-01-18,Pediatric,0.51,705879,314120.390274,160201,1242
Arkansas,0.445006,2025-01-25,Pediatric,0.51,705879,314120.390274,160201,0
Arkansas,0.459805,2025-02-01,Pediatric,0.51,705879,324566.693595,165529,5328
Arkansas,0.459805,2025-02-08,Pediatric,0.51,705879,324566.693595,165529,0
Arkansas,0.462642,2025-02-15,Pediatric,0.51,705879,326569.272318,166550,1021
Arkansas,0.462642,2025-02-22,Pediatric,0.51,705879,326569.272318,166550,0
Arkansas,0.474213,2025-03-01,Pediatric,0.51,705879,334736.998227,170716,4166
Arkansas,0.474213,2025-03-08,Pediatric,0.51,705879,334736.998227,170716,0
Arkansas,0.474213,2025-03-15,Pediatric,0.51,705879,334736.998227,170716,0
Arkansas,0.482376,2025-03-22,Pediatric,0.51,705879,340499.088504,173655,2939
Arkansas,0.482376,2025-03-29,Pediatric,0.51,705879,340499.088504,173655,0
Arkansas,0.488627,2025-04-05,Pediatric,0.51,705879,344911.538133,175905,2250
Arkansas,0.488627,2025-04-12,Pediatric,0.51,705879,344911.538133,175905,0
Arkansas,0.488627,2025-04-19,Pediatric,0.51,705879,344911.538133,175905,0
Arkansas,0.488627,2025-04-26,Pediatric,0.51,705879,344911.538133,175905,0
California,0.035,2024-08-24,Adult,0.36,30513773,1067982.055,384474,384474
California,0.037,2024-08-31,Adult,0.36,30513773,1129009.601,406443,21969
California,0.046,2024-09-07,Adult,0.36,30513773,1403633.558,505308,98865
California,0.098,2024-09-14,Adult,0.36,30513773,2990349.754,1076526,571218
California,0.115,2024-09-21,Adult,0.36,30513773,3509083.895,1263270,186744
California,0.144,2024-09-28,Adult,0.36,30513773,4393983.312,1581834,318564
California,0.198,2024-10-05,Adult,0.36,30513773,6041727.054,2175022,593188
California,0.224,2024-10-12,Adult,0.36,30513773,6835085.152,2460631,285609
California,0.246,2024-10-19,Adult,0.36,30513773,7506388.158,2702300,241669
California,0.283,2024-10-26,Adult,0.36,30513773,8635397.759,3108743,406443
California,0.323,2024-11-02,Adult,0.36,30513773,9855948.679,3548142,439399
California,0.348,2024-11-09,Adult,0.36,30513773,10618793.004,3822765,274623
California,0.351,2024-11-16,Adult,0.36,30513773,10710334.323,3855720,32955
California,0.358,2024-11-23,Adult,0.36,30513773,10923930.734,3932615,76895
California,0.358,2024-11-30,Adult,0.36,30513773,10923930.734,3932615,0
California,0.403,2024-12-07,Adult,0.36,30513773,12297050.519,4426938,494323
California,0.403,2024-12-14,Adult,0.36,30513773,12297050.519,4426938,0
California,0.418,2024-12-21,Adult,0.36,30513773,12754757.114,4591713,164775
California,0.421,2024-12-28,Adult,0.36,30513773,12846298.433,4624667,32954
California,0.432,2025-01-04,Adult,0.36,30513773,13181949.936,4745502,120835
California,0.438,2025-01-11,Adult,0.36,30513773,13365032.574,4811412,65910
California,0.439,2025-01-18,Adult,0.36,30513773,13395546.347,4822397,10985
California,0.443,2025-01-25,Adult,0.36,30513773,13517601.439,4866337,43940
California,0.467,2025-02-01,Adult,0.36,30513773,14249931.991,5129976,263639
California,0.472,2025-02-08,Adult,0.36,30513773,14402500.856,5184900,54924
California,0.476,2025-02-15,Adult,0.36,30513773,14524555.948,5228840,43940
California,0.476,2025-02-22,Adult,0.36,30513773,14524555.948,5228840,0
California,0.493,2025-03-01,Adult,0.36,30513773,15043290.089,5415584,186744
California,0.493,2025-03-08,Adult,0.36,30513773,15043290.089,5415584,0
California,0.493,2025-03-15,Adult,0.36,30513773,15043290.089,5415584,0
California,0.493,2025-03-22,Adult,0.36,30513773,15043290.089,5415584,0
California,0.493,2025-03-29,Adult,0.36,30513773,15043290.089,5415584,0
California,0.504,2025-04-05,Adult,0.36,30513773,15378941.592,5536419,120835
California,0.504,2025-04-12,Adult,0.36,30513773,15378941.592,5536419,0
California,0.504,2025-04-19,Adult,0.36,30513773,15378941.592,5536419,0
California,0.504,2025-04-26,Adult,0.36,30513773,15378941.592,5536419,0
California,0.192368,2024-10-05,Pediatric,0.51,8729012,1679182.580416,856383,856383
California,0.23481,2024-10-12,Pediatric,0.51,8729012,2049659.30772,1045326,188943
California,0.23481,2024-10-19,Pediatric,0.51,8729012,2049659.30772,1045326,0
California,0.281402,2024-10-26,Pediatric,0.51,8729012,2456361.434824,1252744,207418
California,0.325339,2024-11-02,Pediatric,0.51,8729012,2839888.035068,1448343,195599
California,0.342792,2024-11-09,Pediatric,0.51,8729012,2992235.481504,1526040,77697
California,0.348739,2024-11-16,Pediatric,0.51,8729012,3044146.915868,1552515,26475
California,0.384578,2024-11-23,Pediatric,0.51,8729012,3356985.976936,1712063,159548
California,0.384578,2024-11-30,Pediatric,0.51,8729012,3356985.976936,1712063,0
California,0.411971,2024-12-07,Pediatric,0.51,8729012,3596099.802652,1834011,121948
California,0.412152,2024-12-14,Pediatric,0.51,8729012,3597679.753824,1834817,806
California,0.412552,2024-12-21,Pediatric,0.51,8729012,3601171.358624,1836597,1780
California,0.412552,2024-12-28,Pediatric,0.51,8729012,3601171.358624,1836597,0
California,0.442739,2025-01-04,Pediatric,0.51,8729012,3864674.043868,1970984,134387
California,0.451916,2025-01-11,Pediatric,0.51,8729012,3944780.186992,2011838,40854
California,0.45292,2025-01-18,Pediatric,0.51,8729012,3953544.11504,2016307,4469
California,0.45292,2025-01-25,Pediatric,0.51,8729012,3953544.11504,2016307,0
California,0.477799,2025-02-01,Pediatric,0.51,8729012,4170713.204588,2127064,110757
California,0.490277,2025-02-08,Pediatric,0.51,8729012,4279633.816324,2182613,55549
California,0.490277,2025-02-15,Pediatric,0.51,8729012,4279633.816324,2182613,0
California,0.490277,2025-02-22,Pediatric,0.51,8729012,4279633.816324,2182613,0
California,0.492687,2025-03-01,Pediatric,0.51,8729012,4300670.735244,2193342,10729
California,0.504691,2025-03-08,Pediatric,0.51,8729012,4405453.795292,2246781,53439
California,0.504691,2025-03-15,Pediatric,0.51,8729012,4405453.795292,2246781,0
California,0.504691,2025-03-22,Pediatric,0.51,8729012,4405453.795292,2246781,0
California,0.504691,2025-03-29,Pediatric,0.51,8729012,4405453.795292,2246781,0
California,0.533293,2025-04-05,Pediatric,0.51,8729012,4655120.996516,2374112,127331
California,0.533293,2025-04-12,Pediatric,0.51,8729012,4655120.996516,2374112,0
California,0.533293,2025-04-19,Pediatric,0.51,8729012,4655120.996516,2374112,0
California,0.533293,2025-04-26,Pediatric,0.51,8729012,4655120.996516,2374112,0
Colorado,0.032,2024-08-24,Adult,0.36,4569892,146236.544,52645,52645
Colorado,0.032,2024-08-31,Adult,0.36,4569892,146236.544,52645,0
Colorado,0.045,2024-09-07,Adult,0.36,4569892,205645.14,74032,21387
Colorado,0.067,2024-09-14,Adult,0.36,4569892,306182.764,110226,36194
Colorado,0.092,2024-09-21,Adult,0.36,4569892,420430.064,151355,41129
Colorado,0.105,2024-09-28,Adult,0.36,4569892,479838.66,172742,21387
Colorado,0.188,2024-10-05,Adult,0.36,4569892,859139.696,309290,136548
Colorado,0.249,2024-10-12,Adult,0.36,4569892,1137903.108,409645,100355
Colorado,0.28,2024-10-19,Adult,0.36,4569892,1279569.76,460645,51000
Colorado,0.288,2024-10-26,Adult,0.36,4569892,1316128.896,473806,13161
Colorado,0.336,2024-11-02,Adult,0.36,4569892,1535483.712,552774,78968
Colorado,0.348,2024-11-09,Adult,0.36,4569892,1590322.416,572516,19742
Colorado,0.365,2024-11-16,Adult,0.36,4569892,1668010.58,600484,27968
Colorado,0.388,2024-11-23,Adult,0.36,4569892,1773118.096,638323,37839
Colorado,0.388,2024-11-30,Adult,0.36,4569892,1773118.096,638323,0
Colorado,0.432,2024-12-07,Adult,0.36,4569892,1974193.344,710710,72387
