State,VaxCov,WeekEnd,AgeGroup,VE_Inpatient,total_pop,TotalVax,TotalFullProtect,WeeklyNewFullProtect
Hawaii,0.463099,2025-01-11,Pediatric,0.51,301472,139611.381728,71202,747
Hawaii,0.463988,2025-01-18,Pediatric,0.51,301472,139879.390336,71338,136
Hawaii,0.463988,2025-01-25,Pediatric,0.51,301472,139879.390336,71338,0
Hawaii,0.483621,2025-02-01,Pediatric,0.51,301472,145798.190112,74357,3019
Hawaii,0.483621,2025-02-08,Pediatric,0.51,301472,145798.190112,74357,0
Hawaii,0.494321,2025-02-15,Pediatric,0.51,301472,149023.940512,76002,1645
Hawaii,0.494321,2025-02-22,Pediatric,0.51,301472,149023.940512,76002,0
Hawaii,0.496881,2025-03-01,Pediatric,0.51,301472,149795.708832,76396,394
Hawaii,0.496881,2025-03-08,Pediatric,0.51,301472,149795.708832,76396,0
Hawaii,0.496881,2025-03-15,Pediatric,0.51,301472,149795.708832,76396,0
Hawaii,0.496881,2025-03-22,Pediatric,0.51,301472,149795.708832,76396,0
Hawaii,0.496881,2025-03-29,Pediatric,0.51,301472,149795.708832,76396,0
Hawaii,0.496881,2025-04-05,Pediatric,0.51,301472,149795.708832,76396,0
Hawaii,0.496881,2025-04-12,Pediatric,0.51,301472,149795.708832,76396,0
Hawaii,0.496881,2025-04-19,Pediatric,0.51,301472,149795.708832,76396,0
Hawaii,0.496881,2025-04-26,Pediatric,0.51,301472,149795.708832,76396,0
Idaho,0.022,2024-08-24,Adult,0.36,1430129,31462.838,11327,11327
Idaho,0.022,2024-08-31,Adult,0.36,1430129,31462.838,11327,0
Idaho,0.022,2024-09-07,Adult,0.36,1430129,31462.838,11327,0
Idaho,0.04,2024-09-14,Adult,0.36,1430129,57205.16,20594,9267
Idaho,0.053,2024-09-21,Adult,0.36,1430129,75796.837,27287,6693
Idaho,0.071,2024-09-28,Adult,0.36,1430129,101539.159,36554,9267
Idaho,0.121,2024-10-05,Adult,0.36,1430129,173045.609,62296,25742
Idaho,0.16,2024-10-12,Adult,0.36,1430129,228820.64,82375,20079
Idaho,0.166,2024-10-19,Adult,0.36,1430129,237401.414,85465,3090
Idaho,0.166,2024-10-26,Adult,0.36,1430129,237401.414,85465,0
Idaho,0.256,2024-11-02,Adult,0.36,1430129,366113.024,131801,46336
Idaho,0.256,2024-11-09,Adult,0.36,1430129,366113.024,131801,0
Idaho,0.257,2024-11-16,Adult,0.36,1430129,367543.153,132316,515
Idaho,0.277,2024-11-23,Adult,0.36,1430129,396145.733,142612,10296
Idaho,0.277,2024-11-30,Adult,0.36,1430129,396145.733,142612,0
Idaho,0.321,2024-12-07,Adult,0.36,1430129,459071.409,165266,22654
Idaho,0.321,2024-12-14,Adult,0.36,1430129,459071.409,165266,0
Idaho,0.329,2024-12-21,Adult,0.36,1430129,470512.441,169384,4118
Idaho,0.329,2024-12-28,Adult,0.36,1430129,470512.441,169384,0
Idaho,0.342,2025-01-04,Adult,0.36,1430129,489104.118,176077,6693
Idaho,0.346,2025-01-11,Adult,0.36,1430129,494824.634,178137,2060
Idaho,0.354,2025-01-18,Adult,0.36,1430129,506265.666,182256,4119
Idaho,0.354,2025-01-25,Adult,0.36,1430129,506265.666,182256,0
Idaho,0.362,2025-02-01,Adult,0.36,1430129,517706.698,186374,4118
Idaho,0.362,2025-02-08,Adult,0.36,1430129,517706.698,186374,0
Idaho,0.363,2025-02-15,Adult,0.36,1430129,519136.827,186889,515
Idaho,0.366,2025-02-22,Adult,0.36,1430129,523427.214,188434,1545
Idaho,0.372,2025-03-01,Adult,0.36,1430129,532007.988,191523,3089
Idaho,0.372,2025-03-08,Adult,0.36,1430129,532007.988,191523,0
Idaho,0.372,2025-03-15,Adult,0.36,1430129,532007.988,191523,0
Idaho,0.372,2025-03-22,Adult,0.36,1430129,532007.988,191523,0
Idaho,0.372,2025-03-29,Adult,0.36,1430129,532007.988,191523,0
Idaho,0.38,2025-04-05,Adult,0.36,1430129,543449.02,195642,4119
Idaho,0.38,2025-04-12,Adult,0.36,1430129,543449.02,195642,0
Idaho,0.383,2025-04-19,Adult,0.36,1430129,547739.407,197186,1544
Idaho,0.383,2025-04-26,Adult,0.36,1430129,547739.407,197186,0
Idaho,0.103119,2024-10-05,Pediatric,0.51,463167,47761.317873,24358,24358
Idaho,0.127166,2024-10-12,Pediatric,0.51,463167,58899.094722,30039,5681
Idaho,0.156619,2024-10-19,Pediatric,0.51,463167,72540.752373,36996,6957
Idaho,0.156619,2024-10-26,Pediatric,0.51,463167,72540.752373,36996,0
Idaho,0.249138,2024-11-02,Pediatric,0.51,463167,115392.500046,58850,21854
Idaho,0.249138,2024-11-09,Pediatric,0.51,463167,115392.500046,58850,0
Idaho,0.256025,2024-11-16,Pediatric,0.51,463167,118582.331175,60477,1627
Idaho,0.256505,2024-11-23,Pediatric,0.51,463167,118804.651335,60590,113
Idaho,0.256505,2024-11-30,Pediatric,0.51,463167,118804.651335,60590,0
Idaho,0.354227,2024-12-07,Pediatric,0.51,463167,164066.256909,83674,23084
Idaho,0.359325,2024-12-14,Pediatric,0.51,463167,166427.482275,84878,1204
Idaho,0.35946,2024-12-21,Pediatric,0.51,463167,166490.00982,84910,32
Idaho,0.35946,2024-12-28,Pediatric,0.51,463167,166490.00982,84910,0
Idaho,0.382172,2025-01-04,Pediatric,0.51,463167,177009.458724,90275,5365
Idaho,0.382172,2025-01-11,Pediatric,0.51,463167,177009.458724,90275,0
Idaho,0.382172,2025-01-18,Pediatric,0.51,463167,177009.458724,90275,0
Idaho,0.382172,2025-01-25,Pediatric,0.51,463167,177009.458724,90275,0
Idaho,0.38663,2025-02-01,Pediatric,0.51,463167,179074.25721,91328,1053
Idaho,0.38663,2025-02-08,Pediatric,0.51,463167,179074.25721,91328,0
Idaho,0.38663,2025-02-15,Pediatric,0.51,463167,179074.25721,91328,0
Idaho,0.38663,2025-02-22,Pediatric,0.51,463167,179074.25721,91328,0
Idaho,0.396727,2025-03-01,Pediatric,0.51,463167,183750.854409,93713,2385
Idaho,0.396727,2025-03-08,Pediatric,0.51,463167,183750.854409,93713,0
Idaho,0.396727,2025-03-15,Pediatric,0.51,463167,183750.854409,93713,0
Idaho,0.396727,2025-03-22,Pediatric,0.51,463167,183750.854409,93713,0
Idaho,0.396727,2025-03-29,Pediatric,0.51,463167,183750.854409,93713,0
Idaho,0.397201,2025-04-05,Pediatric,0.51,463167,183970.395567,93825,112
Idaho,0.397201,2025-04-12,Pediatric,0.51,463167,183970.395567,93825,0
Idaho,0.397739,2025-04-19,Pediatric,0.51,463167,184219.579413,93952,127
Idaho,0.397739,2025-04-26,Pediatric,0.51,463167,184219.579413,93952,0
Illinois,0.019,2024-08-24,Adult,0.36,9883774,187791.706,67605,67605
Illinois,0.02,2024-08-31,Adult,0.36,9883774,197675.48,71163,3558
Illinois,0.039,2024-09-07,Adult,0.36,9883774,385467.186,138768,67605
Illinois,0.058,2024-09-14,Adult,0.36,9883774,573258.892,206373,67605
Illinois,0.085,2024-09-21,Adult,0.36,9883774,840120.79,302443,96070
Illinois,0.124,2024-09-28,Adult,0.36,9883774,1225587.976,441212,138769
Illinois,0.164,2024-10-05,Adult,0.36,9883774,1620938.936,583538,142326
Illinois,0.202,2024-10-12,Adult,0.36,9883774,1996522.348,718748,135210
Illinois,0.245,2024-10-19,Adult,0.36,9883774,2421524.63,871749,153001
Illinois,0.276,2024-10-26,Adult,0.36,9883774,2727921.624,982052,110303
Illinois,0.331,2024-11-02,Adult,0.36,9883774,3271529.194,1177751,195699
Illinois,0.343,2024-11-09,Adult,0.36,9883774,3390134.482,1220448,42697
Illinois,0.356,2024-11-16,Adult,0.36,9883774,3518623.544,1266704,46256
Illinois,0.366,2024-11-23,Adult,0.36,9883774,3617461.284,1302286,35582
Illinois,0.391,2024-11-30,Adult,0.36,9883774,3864555.634,1391240,88954
Illinois,0.416,2024-12-07,Adult,0.36,9883774,4111649.984,1480194,88954
Illinois,0.418,2024-12-14,Adult,0.36,9883774,4131417.532,1487310,7116
Illinois,0.422,2024-12-21,Adult,0.36,9883774,4170952.628,1501543,14233
Illinois,0.448,2024-12-28,Adult,0.36,9883774,4427930.752,1594055,92512
Illinois,0.448,2025-01-04,Adult,0.36,9883774,4427930.752,1594055,0
Illinois,0.453,2025-01-11,Adult,0.36,9883774,4477349.622,1611846,17791
Illinois,0.455,2025-01-18,Adult,0.36,9883774,4497117.17,1618962,7116
Illinois,0.455,2025-01-25,Adult,0.36,9883774,4497117.17,1618962,0
Illinois,0.471,2025-02-01,Adult,0.36,9883774,4655257.554,1675893,56931
Illinois,0.471,2025-02-08,Adult,0.36,9883774,4655257.554,1675893,0
Illinois,0.474,2025-02-15,Adult,0.36,9883774,4684908.876,1686567,10674
Illinois,0.478,2025-02-22,Adult,0.36,9883774,4724443.972,1700800,14233
Illinois,0.484,2025-03-01,Adult,0.36,9883774,4783746.616,1722149,21349
Illinois,0.485,2025-03-08,Adult,0.36,9883774,4793630.39,1725707,3558
Illinois,0.487,2025-03-15,Adult,0.36,9883774,4813397.938,1732823,7116
Illinois,0.488,2025-03-22,Adult,0.36,9883774,4823281.712,1736381,3558
Illinois,0.488,2025-03-29,Adult,0.36,9883774,4823281.712,1736381,0
Illinois,0.5,2025-04-05,Adult,0.36,9883774,4941887,1779079,42698
Illinois,0.5,2025-04-12,Adult,0.36,9883774,4941887,1779079,0
Illinois,0.5,2025-04-19,Adult,0.36,9883774,4941887,1779079,0
Illinois,0.508,2025-04-26,Adult,0.36,9883774,5020957.192,1807545,28466
Illinois,0.190694,2024-10-05,Pediatric,0.51,2808879,535636.372026,273175,273175
Illinois,0.220906,2024-10-12,Pediatric,0.51,2808879,620498.224374,316454,43279
Illinois,0.260828,2024-10-19,Pediatric,0.51,2808879,732634.291812,373643,57189
Illinois,0.267358,2024-10-26,Pediatric,0.51,2808879,750976.271682,382998,9355
Illinois,0.332309,2024-11-02,Pediatric,0.51,2808879,933415.771611,476042,93044
Illinois,0.336752,2024-11-09,Pediatric,0.51,2808879,945895.621008,482407,6365
Illinois,0.337798,2024-11-16,Pediatric,0.51,2808879,948833.708442,483905,1498
Illinois,0.343165,2024-11-23,Pediatric,0.51,2808879,963908.962035,491594,7689
Illinois,0.381807,2024-11-30,Pediatric,0.51,2808879,1072449.664353,546949,55355
Illinois,0.423193,2024-12-07,Pediatric,0.51,2808879,1188697.930647,606236,59287
Illinois,0.425116,2024-12-14,Pediatric,0.51,2808879,1194099.404964,608991,2755
Illinois,0.427714,2024-12-21,Pediatric,0.51,2808879,1201396.872606,612712,3721
Illinois,0.437381,2024-12-28,Pediatric,0.51,2808879,1228550.305899,626561,13849
Illinois,0.454298,2025-01-04,Pediatric,0.51,2808879,1276068.111942,650795,24234
Illinois,0.454373,2025-01-11,Pediatric,0.51,2808879,1276278.777867,650902,107
Illinois,0.473618,2025-01-18,Pediatric,0.51,2808879,1330335.654222,678471,27569
Illinois,0.473618,2025-01-25,Pediatric,0.51,2808879,1330335.654222,678471,0
Illinois,0.473618,2025-02-01,Pediatric,0.51,2808879,1330335.654222,678471,0
Illinois,0.476788,2025-02-08,Pediatric,0.51,2808879,1339239.800652,683012,4541
Illinois,0.476788,2025-02-15,Pediatric,0.51,2808879,1339239.800652,683012,0
Illinois,0.476788,2025-02-22,Pediatric,0.51,2808879,1339239.800652,683012,0
Illinois,0.486314,2025-03-01,Pediatric,0.51,2808879,1365997.182006,696659,13647
Illinois,0.48829,2025-03-08,Pediatric,0.51,2808879,1371547.52691,699489,2830
Illinois,0.489391,2025-03-15,Pediatric,0.51,2808879,1374640.102689,701066,1577
Illinois,0.489391,2025-03-22,Pediatric,0.51,2808879,1374640.102689,701066,0
Illinois,0.489391,2025-03-29,Pediatric,0.51,2808879,1374640.102689,701066,0
Illinois,0.497588,2025-04-05,Pediatric,0.51,2808879,1397664.483852,712809,11743
Illinois,0.498321,2025-04-12,Pediatric,0.51,2808879,1399723.392159,713859,1050
Illinois,0.498392,2025-04-19,Pediatric,0.51,2808879,1399922.822568,713961,102
Illinois,0.49929,2025-04-26,Pediatric,0.51,2808879,1402445.19591,715247,1286
Indiana,0.023,2024-08-24,Adult,0.36,5215681,119960.663,43186,43186
Indiana,0.029,2024-08-31,Adult,0.36,5215681,151254.749,54452,11266
Indiana,0.032,2024-09-07,Adult,0.36,5215681,166901.792,60085,5633
Indiana,0.044,2024-09-14,Adult,0.36,5215681,229489.964,82616,22531
Indiana,0.055,2024-09-21,Adult,0.36,5215681,286862.455,103270,20654
Indiana,0.062,2024-09-28,Adult,0.36,5215681,323372.222,116414,13144
Indiana,0.167,2024-10-05,Adult,0.36,5215681,871018.727,313567,197153
Indiana,0.193,2024-10-12,Adult,0.36,5215681,1006626.433,362386,48819
Indiana,0.241,2024-10-19,Adult,0.36,5215681,1256979.121,452512,90126
Indiana,0.307,2024-10-26,Adult,0.36,5215681,1601214.067,576437,123925
Indiana,0.307,2024-11-02,Adult,0.36,5215681,1601214.067,576437,0
Indiana,0.322,2024-11-09,Adult,0.36,5215681,1679449.282,604602,28165
Indiana,0.328,2024-11-16,Adult,0.36,5215681,1710743.368,615868,11266
Indiana,0.341,2024-11-23,Adult,0.36,5215681,1778547.221,640277,24409
Indiana,0.345,2024-11-30,Adult,0.36,5215681,1799409.945,647788,7511
Indiana,0.388,2024-12-07,Adult,0.36,5215681,2023684.228,728526,80738
Indiana,0.401,2024-12-14,Adult,0.36,5215681,2091488.081,752936,24410
Indiana,0.41,2024-12-21,Adult,0.36,5215681,2138429.21,769835,16899
Indiana,0.41,2024-12-28,Adult,0.36,5215681,2138429.21,769835,0
Indiana,0.41,2025-01-04,Adult,0.36,5215681,2138429.21,769835,0
Indiana,0.412,2025-01-11,Adult,0.36,5215681,2148860.572,773590,3755
Indiana,0.412,2025-01-18,Adult,0.36,5215681,2148860.572,773590,0
Indiana,0.412,2025-01-25,Adult,0.36,5215681,2148860.572,773590,0
Indiana,0.425,2025-02-01,Adult,0.36,5215681,2216664.425,797999,24409
Indiana,0.434,2025-02-08,Adult,0.36,5215681,2263605.554,814898,16899
Indiana,0.434,2025-02-15,Adult,0.36,5215681,2263605.554,814898,0
Indiana,0.434,2025-02-22,Adult,0.36,5215681,2263605.554,814898,0
Indiana,0.434,2025-03-01,Adult,0.36,5215681,2263605.554,814898,0
Indiana,0.435,2025-03-08,Adult,0.36,5215681,2268821.235,816776,1878
Indiana,0.435,2025-03-15,Adult,0.36,5215681,2268821.235,816776,0
Indiana,0.435,2025-03-22,Adult,0.36,5215681,2268821.235,816776,0
Indiana,0.435,2025-03-29,Adult,0.36,5215681,2268821.235,816776,0
Indiana,0.443,2025-04-05,Adult,0.36,5215681,2310546.683,831797,15021
Indiana,0.443,2025-04-12,Adult,0.36,5215681,2310546.683,831797,0
Indiana,0.443,2025-04-19,Adult,0.36,5215681,2310546.683,831797,0
Indiana,0.45,2025-04-26,Adult,0.36,5215681,2347056.45,844940,13143
Indiana,0.149254,2024-10-05,Pediatric,0.51,1596071,238219.981034,121492,121492
Indiana,0.149254,2024-10-12,Pediatric,0.51,1596071,238219.981034,121492,0
Indiana,0.159475,2024-10-19,Pediatric,0.51,1596071,254533.422725,129812,8320
Indiana,0.169109,2024-10-26,Pediatric,0.51,1596071,269909.970739,137654,7842
Indiana,0.273067,2024-11-02,Pediatric,0.51,1596071,435834.319757,222276,84622
Indiana,0.273067,2024-11-09,Pediatric,0.51,1596071,435834.319757,222276,0
Indiana,0.273607,2024-11-16,Pediatric,0.51,1596071,436696.198097,222715,439
Indiana,0.274115,2024-11-23,Pediatric,0.51,1596071,437507.002165,223129,414
Indiana,0.286431,2024-11-30,Pediatric,0.51,1596071,457164.212601,233154,10025
Indiana,0.341724,2024-12-07,Pediatric,0.51,1596071,545415.766404,278162,45008
Indiana,0.34467,2024-12-14,Pediatric,0.51,1596071,550117.79157,280560,2398
Indiana,0.345276,2024-12-21,Pediatric,0.51,1596071,551085.010596,281053,493
Indiana,0.345276,2024-12-28,Pediatric,0.51,1596071,551085.010596,281053,0
Indiana,0.36382,2025-01-04,Pediatric,0.51,1596071,580682.55122,296148,15095
Indiana,0.36382,2025-01-11,Pediatric,0.51,1596071,580682.55122,296148,0
Indiana,0.368545,2025-01-18,Pediatric,0.51,1596071,588223.986695,299994,3846
Indiana,0.368545,2025-01-25,Pediatric,0.51,1596071,588223.986695,299994,0
Indiana,0.385701,2025-02-01,Pediatric,0.51,1596071,615606.180771,313959,13965
Indiana,0.387348,2025-02-08,Pediatric,0.51,1596071,618234.909708,315300,1341
Indiana,0.387348,2025-02-15,Pediatric,0.51,1596071,618234.909708,315300,0
Indiana,0.399798,2025-02-22,Pediatric,0.51,1596071,638105.993658,325434,10134
Indiana,0.399798,2025-03-01,Pediatric,0.51,1596071,638105.993658,325434,0
Indiana,0.399798,2025-03-08,Pediatric,0.51,1596071,638105.993658,325434,0
Indiana,0.399798,2025-03-15,Pediatric,0.51,1596071,638105.993658,325434,0
Indiana,0.399798,2025-03-22,Pediatric,0.51,1596071,638105.993658,325434,0
Indiana,0.399798,2025-03-29,Pediatric,0.51,1596071,638105.993658,325434,0
Indiana,0.40329,2025-04-05,Pediatric,0.51,1596071,643679.47359,328277,2843
Indiana,0.40329,2025-04-12,Pediatric,0.51,1596071,643679.47359,328277,0
Indiana,0.40329,2025-04-19,Pediatric,0.51,1596071,643679.47359,328277,0
Indiana,0.40329,2025-04-26,Pediatric,0.51,1596071,643679.47359,328277,0
Iowa,0.013,2024-08-24,Adult,0.36,2459358,31971.654,11510,11510
Iowa,0.013,2024-08-31,Adult,0.36,2459358,31971.654,11510,0
Iowa,0.03,2024-09-07,Adult,0.36,2459358,73780.74,26561,15051
Iowa,0.066,2024-09-14,Adult,0.36,2459358,162317.628,58434,31873
Iowa,0.109,2024-09-21,Adult,0.36,2459358,268070.022,96505,38071
Iowa,0.126,2024-09-28,Adult,0.36,2459358,309879.108,111556,15051
Iowa,0.18,2024-10-05,Adult,0.36,2459358,442684.44,159366,47810
Iowa,0.202,2024-10-12,Adult,0.36,2459358,496790.316,178845,19479
Iowa,0.206,2024-10-19,Adult,0.36,2459358,506627.748,182386,3541
Iowa,0.215,2024-10-26,Adult,0.36,2459358,528761.97,190354,7968
Iowa,0.347,2024-11-02,Adult,0.36,2459358,853397.226,307223,116869
Iowa,0.358,2024-11-09,Adult,0.36,2459358,880450.164,316962,9739
Iowa,0.369,2024-11-16,Adult,0.36,2459358,907503.102,326701,9739
Iowa,0.371,2024-11-23,Adult,0.36,2459358,912421.818,328472,1771
Iowa,0.371,2024-11-30,Adult,0.36,2459358,912421.818,328472,0
Iowa,0.432,2024-12-07,Adult,0.36,2459358,1062442.656,382479,54007
Iowa,0.432,2024-12-14,Adult,0.36,2459358,1062442.656,382479,0
Iowa,0.437,2024-12-21,Adult,0.36,2459358,1074739.446,386906,4427
Iowa,0.437,2024-12-28,Adult,0.36,2459358,1074739.446,386906,0
Iowa,0.452,2025-01-04,Adult,0.36,2459358,1111629.816,400187,13281
Iowa,0.452,2025-01-11,Adult,0.36,2459358,1111629.816,400187,0
Iowa,0.453,2025-01-18,Adult,0.36,2459358,1114089.174,401072,885
Iowa,0.453,2025-01-25,Adult,0.36,2459358,1114089.174,401072,0
Iowa,0.469,2025-02-01,Adult,0.36,2459358,1153438.902,415238,14166
Iowa,0.47,2025-02-08,Adult,0.36,2459358,1155898.26,416123,885
Iowa,0.47,2025-02-15,Adult,0.36,2459358,1155898.26,416123,0
Iowa,0.474,2025-02-22,Adult,0.36,2459358,1165735.692,419665,3542
Iowa,0.484,2025-03-01,Adult,0.36,2459358,1190329.272,428519,8854
Iowa,0.484,2025-03-08,Adult,0.36,2459358,1190329.272,428519,0
Iowa,0.487,2025-03-15,Adult,0.36,2459358,1197707.346,431175,2656
Iowa,0.487,2025-03-22,Adult,0.36,2459358,1197707.346,431175,0
Iowa,0.487,2025-03-29,Adult,0.36,2459358,1197707.346,431175,0
Iowa,0.497,2025-04-05,Adult,0.36,2459358,1222300.926,440028,8853
Iowa,0.497,2025-04-12,Adult,0.36,2459358,1222300.926,440028,0
Iowa,0.499,2025-04-19,Adult,0.36,2459358,1227219.642,441799,1771
Iowa,0.499,2025-04-26,Adult,0.36,2459358,1227219.642,441799,0
Iowa,0.109855,2024-10-05,Pediatric,0.51,736579,80916.886045,41268,41268
Iowa,0.109855,2024-10-12,Pediatric,0.51,736579,80916.886045,41268,0
Iowa,0.109979,2024-10-19,Pediatric,0.51,736579,81008.221841,41314,46
Iowa,0.120528,2024-10-26,Pediatric,0.51,736579,88778.393712,45277,3963
Iowa,0.295411,2024-11-02,Pediatric,0.51,736579,217593.538969,110973,65696
Iowa,0.295411,2024-11-09,Pediatric,0.51,736579,217593.538969,110973,0
Iowa,0.295411,2024-11-16,Pediatric,0.51,736579,217593.538969,110973,0
Iowa,0.329732,2024-11-23,Pediatric,0.51,736579,242873.666828,123866,12893
Iowa,0.411788,2024-11-30,Pediatric,0.51,736579,303314.393252,154690,30824
Iowa,0.411788,2024-12-07,Pediatric,0.51,736579,303314.393252,154690,0
Iowa,0.419965,2024-12-14,Pediatric,0.51,736579,309337.399735,157762,3072
Iowa,0.420336,2024-12-21,Pediatric,0.51,736579,309610.670544,157901,139
Iowa,0.437532,2024-12-28,Pediatric,0.51,736579,322276.883028,164361,6460
Iowa,0.454728,2025-01-04,Pediatric,0.51,736579,334943.095512,170821,6460
Iowa,0.454728,2025-01-11,Pediatric,0.51,736579,334943.095512,170821,0
Iowa,0.460784,2025-01-18,Pediatric,0.51,736579,339403.817936,173096,2275
Iowa,0.460784,2025-01-25,Pediatric,0.51,736579,339403.817936,173096,0
Iowa,0.476133,2025-02-01,Pediatric,0.51,736579,350709.569007,178862,5766
Iowa,0.476133,2025-02-08,Pediatric,0.51,736579,350709.569007,178862,0
Iowa,0.476133,2025-02-15,Pediatric,0.51,736579,350709.569007,178862,0
Iowa,0.476133,2025-02-22,Pediatric,0.51,736579,350709.569007,178862,0
Iowa,0.489853,2025-03-01,Pediatric,0.51,736579,360815.432887,184016,5154
Iowa,0.489853,2025-03-08,Pediatric,0.51,736579,360815.432887,184016,0
Iowa,0.489853,2025-03-15,Pediatric,0.51,736579,360815.432887,184016,0
Iowa,0.489853,2025-03-22,Pediatric,0.51,736579,360815.432887,184016,0
Iowa,0.489853,2025-03-29,Pediatric,0.51,736579,360815.432887,184016,0
Iowa,0.489853,2025-04-05,Pediatric,0.51,736579,360815.432887,184016,0
Iowa,0.489853,2025-04-12,Pediatric,0.51,736579,360815.432887,184016,0
Iowa,0.489853,2025-04-19,Pediatric,0.51,736579,360815.432887,184016,0
Iowa,0.489853,2025-04-26,Pediatric,0.51,736579,360815.432887,184016,0
Kansas,0.023,2024-08-24,Adult,0.36,2232748,51353.204,18487,18487
Kansas,0.027,2024-08-31,Adult,0.36,2232748,60284.196,21702,3215
Kansas,0.029,2024-09-07,Adult,0.36,2232748,64749.692,23310,1608
Kansas,0.038,2024-09-14,Adult,0.36,2232748,84844.424,30544,7234
Kansas,0.064,2024-09-21,Adult,0.36,2232748,142895.872,51443,20899
Kansas,0.066,2024-09-28,Adult,0.36,2232748,147361.368,53050,1607
Kansas,0.155,2024-10-05,Adult,0.36,2232748,346075.94,124587,71537
Kansas,0.197,2024-10-12,Adult,0.36,2232748,439851.356,158346,33759
Kansas,0.244,2024-10-19,Adult,0.36,2232748,544790.512,196125,37779
Kansas,0.288,2024-10-26,Adult,0.36,2232748,643031.424,231491,35366
Kansas,0.332,2024-11-02,Adult,0.36,2232748,741272.336,266858,35367
Kansas,0.348,2024-11-09,Adult,0.36,2232748,776996.304,279719,12861
Kansas,0.36,2024-11-16,Adult,0.36,2232748,803789.28,289364,9645
Kansas,0.363,2024-11-23,Adult,0.36,2232748,810487.524,291776,2412
Kansas,0.371,2024-11-30,Adult,0.36,2232748,828349.508,298206,6430
Kansas,0.406,2024-12-07,Adult,0.36,2232748,906495.688,326338,28132
Kansas,0.423,2024-12-14,Adult,0.36,2232748,944452.404,340003,13665
Kansas,0.431,2024-12-21,Adult,0.36,2232748,962314.388,346433,6430
Kansas,0.431,2024-12-28,Adult,0.36,2232748,962314.388,346433,0
Kansas,0.436,2025-01-04,Adult,0.36,2232748,973478.128,350452,4019
Kansas,0.436,2025-01-11,Adult,0.36,2232748,973478.128,350452,0
Kansas,0.438,2025-01-18,Adult,0.36,2232748,977943.624,352060,1608
Kansas,0.438,2025-01-25,Adult,0.36,2232748,977943.624,352060,0
Kansas,0.445,2025-02-01,Adult,0.36,2232748,993572.86,357686,5626
Kansas,0.445,2025-02-08,Adult,0.36,2232748,993572.86,357686,0
Kansas,0.445,2025-02-15,Adult,0.36,2232748,993572.86,357686,0
Kansas,0.445,2025-02-22,Adult,0.36,2232748,993572.86,357686,0
Kansas,0.463,2025-03-01,Adult,0.36,2232748,1033762.324,372154,14468
Kansas,0.463,2025-03-08,Adult,0.36,2232748,1033762.324,372154,0
Kansas,0.463,2025-03-15,Adult,0.36,2232748,1033762.324,372154,0
Kansas,0.463,2025-03-22,Adult,0.36,2232748,1033762.324,372154,0
Kansas,0.463,2025-03-29,Adult,0.36,2232748,1033762.324,372154,0
Kansas,0.464,2025-04-05,Adult,0.36,2232748,1035995.072,372958,804
Kansas,0.464,2025-04-12,Adult,0.36,2232748,1035995.072,372958,0
Kansas,0.464,2025-04-19,Adult,0.36,2232748,1035995.072,372958,0
Kansas,0.464,2025-04-26,Adult,0.36,2232748,1035995.072,372958,0
Kansas,0.171549,2024-10-05,Pediatric,0.51,704821,120911.337729,61665,61665
Kansas,0.182706,2024-10-12,Pediatric,0.51,704821,128775.025626,65675,4010
Kansas,0.195563,2024-10-19,Pediatric,0.51,704821,137836.909223,70297,4622
Kansas,0.195563,2024-10-26,Pediatric,0.51,704821,137836.909223,70297,0
Kansas,0.319443,2024-11-02,Pediatric,0.51,704821,225150.134703,114827,44530
Kansas,0.334037,2024-11-09,Pediatric,0.51,704821,235436.292377,120073,5246
Kansas,0.334037,2024-11-16,Pediatric,0.51,704821,235436.292377,120073,0
Kansas,0.334037,2024-11-23,Pediatric,0.51,704821,235436.292377,120073,0
Kansas,0.334037,2024-11-30,Pediatric,0.51,704821,235436.292377,120073,0
Kansas,0.392457,2024-12-07,Pediatric,0.51,704821,276611.935197,141072,20999
Kansas,0.398382,2024-12-14,Pediatric,0.51,704821,280787.999622,143202,2130
Kansas,0.399461,2024-12-21,Pediatric,0.51,704821,281548.501481,143590,388
Kansas,0.399461,2024-12-28,Pediatric,0.51,704821,281548.501481,143590,0
Kansas,0.426506,2025-01-04,Pediatric,0.51,704821,300610.385426,153311,9721
Kansas,0.426506,2025-01-11,Pediatric,0.51,704821,300610.385426,153311,0
Kansas,0.426506,2025-01-18,Pediatric,0.51,704821,300610.385426,153311,0
Kansas,0.426506,2025-01-25,Pediatric,0.51,704821,300610.385426,153311,0
Kansas,0.444473,2025-02-01,Pediatric,0.51,704821,313273.904333,159770,6459
Kansas,0.444473,2025-02-08,Pediatric,0.51,704821,313273.904333,159770,0
Kansas,0.444473,2025-02-15,Pediatric,0.51,704821,313273.904333,159770,0
Kansas,0.444473,2025-02-22,Pediatric,0.51,704821,313273.904333,159770,0
Kansas,0.453862,2025-03-01,Pediatric,0.51,704821,319891.468702,163145,3375
Kansas,0.453862,2025-03-08,Pediatric,0.51,704821,319891.468702,163145,0
Kansas,0.453862,2025-03-15,Pediatric,0.51,704821,319891.468702,163145,0
Kansas,0.453862,2025-03-22,Pediatric,0.51,704821,319891.468702,163145,0
Kansas,0.453862,2025-03-29,Pediatric,0.51,704821,319891.468702,163145,0
Kansas,0.453862,2025-04-05,Pediatric,0.51,704821,319891.468702,163145,0
